Ministry,Dept Code,Dept Name,Division Name,Code 2,Code 3,Code 4,Description,2023-2024 Actual Expenditure,2024-2025 Budget Estimate,2024-2025 Revised Estimate,2025-2026 Budget Estimate,TYPE
ECONOMIC AFFAIRS MINISTRY,FC21E13,NO. 033.- ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 033,ECONOMIC AFFAIRS DIVISION,A01,A011,A011-1,Pay of Officers,-161229,-138670,-138670,-168470,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21E13,NO. 033.- ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 033,ECONOMIC AFFAIRS DIVISION,A01,A011,A011-2,Pay of Other Staff,-90065,-105820,-105820,-88820,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21E13,NO. 033.- ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 033,ECONOMIC AFFAIRS DIVISION,A01,A012,,Allowances,370146,407836,392483,421129,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21E13,NO. 033.- ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 033,ECONOMIC AFFAIRS DIVISION,A01,A012,A012-1,Regular Allowances,-289398,-344311,-328958,-361304,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21E13,NO. 033.- ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 033,ECONOMIC AFFAIRS DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-80748,-63525,-63525,-59825,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21E13,NO. 033.- ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 033,ECONOMIC AFFAIRS DIVISION,A03,,,Operating Expenses,143868,194898,184898,202752,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21E13,NO. 033.- ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 033,ECONOMIC AFFAIRS DIVISION,A04,,,Employees Retirement Benefits,18775,20325,20325,22000,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21E13,NO. 033.- ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 033,ECONOMIC AFFAIRS DIVISION,A05,,,"Grants, Subsidies and Write off Loans",18,31992,6102,34000,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21E13,NO. 033.- ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 033,ECONOMIC AFFAIRS DIVISION,A09,,,Physical Assets,10810,1715,1715,2050,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21E13,NO. 033.- ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 033,ECONOMIC AFFAIRS DIVISION,A13,,,Repairs and Maintenance,5744,3897,3897,4350,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21X19,NO. 034.- MISCELLANEOUS EXPENDITURE OF ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 034,MISCELLANEOUS EXPENDITURE OF ECONOMIC AFFAIRS DIVISION,A03,,,Operating Expenses,49003,125000,83000,,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21X19,NO. 034.- MISCELLANEOUS EXPENDITURE OF ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 034,MISCELLANEOUS EXPENDITURE OF ECONOMIC AFFAIRS DIVISION,A03,,,Operating Expenses,373000,1521537,485691,487100,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21X19,NO. 034.- MISCELLANEOUS EXPENDITURE OF ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 034,MISCELLANEOUS EXPENDITURE OF ECONOMIC AFFAIRS DIVISION,A05,,,"Grants, Subsidies and Write off Loans",1751280,5018010,994233,3325400,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21X19,NO. 034.- MISCELLANEOUS EXPENDITURE OF ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 034,MISCELLANEOUS EXPENDITURE OF ECONOMIC AFFAIRS DIVISION,A06,,,Transfers,4256489,13044968,12778191,9149700,Curnt_exp_on_rev_acct
ECONOMIC AFFAIRS MINISTRY,FC21X19,NO. 034.- MISCELLANEOUS EXPENDITURE OF ECONOMIC AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 034,MISCELLANEOUS EXPENDITURE OF ECONOMIC AFFAIRS DIVISION,A11,,,Investments,10275053,10065600,7763290,6675800,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A01,,,Employees Related Expenses,339942,499724,499724,409370,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A01,A011,,Pay,158688,188911,188911,170634,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A01,A011,A011-1,Pay of Officers,-96717,-144680,-144680,-125198,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A01,A011,A011-2,Pay of Other Staff,-61971,-44231,-44231,-45436,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A01,A012,,Allowances,181254,310813,310813,238736,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A01,A012,A012-1,Regular Allowances,-162238,-267935,-267935,-214836,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-19016,-42878,-42878,-23900,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A03,,,Operating Expenses,227046,215461,466960,313102,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A04,,,Employees Retirement Benefits,6128,6499,6499,11830,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A05,,,"Grants, Subsidies and Write off Loans",601115577,681005000,651005000,493138500,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A06,,,Transfers,100,286635,100,,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A09,,,Physical Assets,51,19750,76250,20800,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A11,,,Investments,292075000,159000000,143000000,,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21W06,NO. 035.- POWER DIVISION DEMANDS FOR GRANTS DEMAND NO. 035,POWER DIVISION,A13,,,Repairs and Maintenance,5612,7808,7808,10000,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A01,,,Employees Related Expenses,677278,654529,674532,706749,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A01,A011,,Pay,357619,302960,325101,328321,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A01,A011,A011-1,Pay of Officers,-201971,-165719,-188194,-198090,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A01,A011,A011-2,Pay of Other Staff,-155648,-137241,-136907,-130231,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A01,A012,,Allowances,319659,351569,349431,378428,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A01,A012,A012-1,Regular Allowances,-286767,-327839,-323896,-350268,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-32892,-23730,-25535,-28160,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A03,,,Operating Expenses,183832,205733,185612,219998,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A04,,,Employees Retirement Benefits,17095,21400,21762,24030,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A05,,,"Grants, Subsidies and Write off Loans",50590287,18410450,18410211,1211000,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A09,,,Physical Assets,70,5100,5100,900,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21P28,NO. 036.- PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 036,PETROLEUM DIVISION,A13,,,Repairs and Maintenance,4290,7180,7180,6115,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A01,,,Employees Related Expenses,749033,822093,822205,854976,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A01,A011,,Pay,388253,392241,390787,404035,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A01,A011,A011-1,Pay of Officers,-191323,-196859,-196969,-205835,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A01,A011,A011-2,Pay of Other Staff,-196930,-195382,-193818,-198200,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A01,A012,,Allowances,360780,429852,431418,450941,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A01,A012,A012-1,Regular Allowances,-317821,-394887,-389289,-414376,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-42959,-34965,-42129,-36565,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A02,,,Project Pre-Investment Analysis,21041,6000,5909,,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A03,,,Operating Expenses,319325,250569,243206,267022,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A04,,,Employees Retirement Benefits,19089,14806,12652,11660,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A05,,,"Grants, Subsidies and Write off Loans",8773,2184,3878,9200,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A09,,,Physical Assets,23220,1156,,,Curnt_exp_on_rev_acct
ENERGY MINISTRY,FC21G05,NO. 037.- GEOLOGICAL SURVEY OF PAKISTAN DEMANDS FOR GRANTS DEMAND NO. 037,PETROLEUM DIVISION,A13,,,Repairs and Maintenance,93783,7749,14400,7139,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,,,Employees Related Expenses,19366542,21828547,21836021,22701688,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,,Pay,10646856,10547228,10656960,11151450,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,A011-1,Pay of Officers,-8254583,-8021053,-8083922,-8665461,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,A011-2,Pay of Other Staff,-2392273,-2526175,-2573038,-2485989,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A012,,Allowances,8719686,11281319,11179061,11550238,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A012,A012-1,Regular Allowances,-8177879,-10630077,-10449380,-10919475,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-541807,-651242,-729681,-630763,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A02,,,Project Pre-Investment Analysis,12000,11276,12000,,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A03,,,Operating Expenses,5866252,8726308,8165370,10403081,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A04,,,Employees Retirement Benefits,,,,,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A05,,,"Grants, Subsidies and Write off Loans",,,,,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A06,,,Transfers,,,,,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A09,,,Physical Assets,,,,,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21P26,NO. 038.- FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION DEMANDS FOR GRANTS DEMAND NO. 038,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A13,,,Repairs and Maintenance,184909,236964,593553,493599,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21H09,NO. 039.- HIGHER EDUCATION COMMISSION (HEC) DEMANDS FOR GRANTS DEMAND NO. 039,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,,,Employees Related Expenses,1000000,1010000,1010000,1070000,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21H09,NO. 039.- HIGHER EDUCATION COMMISSION (HEC) DEMANDS FOR GRANTS DEMAND NO. 039,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,,Pay,515000,534882,534882,549735,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21H09,NO. 039.- HIGHER EDUCATION COMMISSION (HEC) DEMANDS FOR GRANTS DEMAND NO. 039,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,A011-1,Pay of Officers,-405000,-427328,-427328,-440838,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21H09,NO. 039.- HIGHER EDUCATION COMMISSION (HEC) DEMANDS FOR GRANTS DEMAND NO. 039,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,A011-2,Pay of Other Staff,-110000,-107554,-107554,-108897,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21H09,NO. 039.- HIGHER EDUCATION COMMISSION (HEC) DEMANDS FOR GRANTS DEMAND NO. 039,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A012,,Allowances,485000,475118,475118,520265,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21H09,NO. 039.- HIGHER EDUCATION COMMISSION (HEC) DEMANDS FOR GRANTS DEMAND NO. 039,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A012,A012-1,Regular Allowances,-325000,-475118,-475118,-520265,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21H09,NO. 039.- HIGHER EDUCATION COMMISSION (HEC) DEMANDS FOR GRANTS DEMAND NO. 039,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A03,,,Operating Expenses,299999,321450,321450,337120,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21H09,NO. 039.- HIGHER EDUCATION COMMISSION (HEC) DEMANDS FOR GRANTS DEMAND NO. 039,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A05,,,"Grants, Subsidies and Write off Loans",68494144,65000000,68449880,65000000,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N24,AUTHORITY DEMANDS FOR GRANTS DEMAND NO. 040,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,,,Employees Related Expenses,19853,56157,56157,35406,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N24,AUTHORITY DEMANDS FOR GRANTS DEMAND NO. 040,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,,Pay,7942,29000,29000,15500,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N24,AUTHORITY DEMANDS FOR GRANTS DEMAND NO. 040,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,A011-1,Pay of Officers,-7527,-15000,-15000,-8000,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N24,AUTHORITY DEMANDS FOR GRANTS DEMAND NO. 040,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,A011-2,Pay of Other Staff,-415,-14000,-14000,-7500,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N24,AUTHORITY DEMANDS FOR GRANTS DEMAND NO. 040,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A012,,Allowances,11911,27157,27157,19906,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N24,AUTHORITY DEMANDS FOR GRANTS DEMAND NO. 040,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A012,A012-1,Regular Allowances,-7378,-16792,-16792,-12521,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N24,AUTHORITY DEMANDS FOR GRANTS DEMAND NO. 040,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-4533,-10365,-10365,-7385,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N24,AUTHORITY DEMANDS FOR GRANTS DEMAND NO. 040,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A02,,,Project Pre-Investment Analysis,2268,15000,15000,,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N24,AUTHORITY DEMANDS FOR GRANTS DEMAND NO. 040,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A03,,,Operating Expenses,57456,30594,30594,75591,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N20,(NAVTTC) DEMANDS FOR GRANTS DEMAND NO. 041,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,,,Employees Related Expenses,397365,451803,447646,469875,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N20,(NAVTTC) DEMANDS FOR GRANTS DEMAND NO. 041,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,,Pay,167749,190441,184808,195557,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N20,(NAVTTC) DEMANDS FOR GRANTS DEMAND NO. 041,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,A011-1,Pay of Officers,-118966,-133122,-128810,-137745,Curnt_exp_on_rev_acct
FEDERAL EDUCATION PROFESSIONAL TRAINING Pages NATIONAL HERITAGE AND CULTURE MINISTRY,FC21N20,(NAVTTC) DEMANDS FOR GRANTS DEMAND NO. 041,FEDERAL EDUCATION AND PROFESSIONAL TRAINING DIVISION,A01,A011,A011-2,Pay of Other Staff,-48783,-57319,-55998,-57812,Curnt_exp_on_rev_acct
